,state,abbreviation,ages,year,population,area (sq. mi)
2304,West Virginia,WV,total,2012,1856680.0,24231
2305,West Virginia,WV,under18,2012,384030.0,24231
2306,West Virginia,WV,total,2011,1855184.0,24231
2307,West Virginia,WV,under18,2011,385283.0,24231
2308,West Virginia,WV,under18,2010,387224.0,24231
2309,West Virginia,WV,total,2010,1854146.0,24231
2310,West Virginia,WV,total,2009,1847775.0,24231
2311,West Virginia,WV,under18,2009,389036.0,24231
2312,West Virginia,WV,total,2013,1854304.0,24231
2313,West Virginia,WV,under18,2013,381678.0,24231
2314,West Virginia,WV,total,2007,1834052.0,24231
2315,West Virginia,WV,under18,2007,390661.0,24231
2316,West Virginia,WV,total,2008,1840310.0,24231
2317,West Virginia,WV,under18,2008,390210.0,24231
2318,West Virginia,WV,total,2006,1827912.0,24231
2319,West Virginia,WV,under18,2006,390637.0,24231
2320,West Virginia,WV,total,2005,1820492.0,24231
2321,West Virginia,WV,under18,2005,390431.0,24231
2322,West Virginia,WV,total,2003,1812295.0,24231
2323,West Virginia,WV,under18,2003,392460.0,24231
2324,West Virginia,WV,total,2004,1816438.0,24231
2325,West Virginia,WV,under18,2004,391856.0,24231
2326,West Virginia,WV,total,2002,1805414.0,24231
2327,West Virginia,WV,under18,2002,393569.0,24231
2328,West Virginia,WV,total,2001,1801481.0,24231
2329,West Virginia,WV,under18,2001,395307.0,24231
2330,West Virginia,WV,total,1999,1811799.0,24231
2331,West Virginia,WV,under18,1999,406784.0,24231
2332,West Virginia,WV,total,2000,1807021.0,24231
2333,West Virginia,WV,under18,2000,401062.0,24231
2334,West Virginia,WV,total,1997,1819113.0,24231
2335,West Virginia,WV,under18,1997,418037.0,24231
2336,West Virginia,WV,under18,1998,412793.0,24231
2337,West Virginia,WV,total,1998,1815609.0,24231
2338,West Virginia,WV,under18,1996,422831.0,24231
2339,West Virginia,WV,total,1996,1822808.0,24231
2340,West Virginia,WV,total,1995,1823700.0,24231
2341,West Virginia,WV,under18,1995,428790.0,24231
2342,West Virginia,WV,under18,1994,429128.0,24231
2343,West Virginia,WV,total,1994,1820421.0,24231
2344,West Virginia,WV,under18,1992,433116.0,24231
2345,West Virginia,WV,total,1992,1806451.0,24231
2346,West Virginia,WV,total,1993,1817539.0,24231
2347,West Virginia,WV,under18,1993,432364.0,24231
2348,West Virginia,WV,total,1991,1798735.0,24231
2349,West Virginia,WV,under18,1991,433918.0,24231
2350,West Virginia,WV,under18,1990,436797.0,24231
2351,West Virginia,WV,total,1990,1792548.0,24231
2352,Wisconsin,WI,under18,1990,1302869.0,65503
2353,Wisconsin,WI,total,1990,4904562.0,65503
2354,Wisconsin,WI,total,1991,4964343.0,65503
2355,Wisconsin,WI,under18,1991,1314855.0,65503
2356,Wisconsin,WI,total,1993,5084889.0,65503
2357,Wisconsin,WI,under18,1993,1337334.0,65503
2358,Wisconsin,WI,under18,1992,1330555.0,65503
2359,Wisconsin,WI,total,1992,5025398.0,65503
2360,Wisconsin,WI,under18,1994,1348110.0,65503
2361,Wisconsin,WI,total,1994,5133678.0,65503
2362,Wisconsin,WI,total,1995,5184836.0,65503
2363,Wisconsin,WI,under18,1995,1351343.0,65503
2364,Wisconsin,WI,under18,1996,1352877.0,65503
2365,Wisconsin,WI,total,1996,5229986.0,65503
2366,Wisconsin,WI,under18,1998,1362907.0,65503
2367,Wisconsin,WI,total,1998,5297673.0,65503
2368,Wisconsin,WI,total,1997,5266213.0,65503
2369,Wisconsin,WI,under18,1997,1359712.0,65503
2370,Wisconsin,WI,total,1999,5332666.0,65503
2371,Wisconsin,WI,under18,1999,1367019.0,65503
2372,Wisconsin,WI,total,2000,5373999.0,65503
2373,Wisconsin,WI,under18,2000,1370440.0,65503
2374,Wisconsin,WI,total,2001,5406835.0,65503
2375,Wisconsin,WI,under18,2001,1367593.0,65503
2376,Wisconsin,WI,total,2002,5445162.0,65503
2377,Wisconsin,WI,under18,2002,1365315.0,65503
2378,Wisconsin,WI,total,2004,5514026.0,65503
2379,Wisconsin,WI,under18,2004,1354643.0,65503
2380,Wisconsin,WI,total,2003,5479203.0,65503
2381,Wisconsin,WI,under18,2003,1358505.0,65503
2382,Wisconsin,WI,total,2005,5546166.0,65503
2383,Wisconsin,WI,under18,2005,1349866.0,65503
2384,Wisconsin,WI,total,2006,5577655.0,65503
2385,Wisconsin,WI,under18,2006,1348785.0,65503
2386,Wisconsin,WI,total,2008,5640996.0,65503
2387,Wisconsin,WI,under18,2008,1345573.0,65503
2388,Wisconsin,WI,total,2007,5610775.0,65503
2389,Wisconsin,WI,under18,2007,1348901.0,65503
2390,Wisconsin,WI,under18,2013,1307776.0,65503
2391,Wisconsin,WI,total,2013,5742713.0,65503
2392,Wisconsin,WI,total,2009,5669264.0,65503
2393,Wisconsin,WI,under18,2009,1342411.0,65503
2394,Wisconsin,WI,total,2010,5689060.0,65503
2395,Wisconsin,WI,under18,2010,1336094.0,65503
2396,Wisconsin,WI,under18,2011,1325870.0,65503
2397,Wisconsin,WI,total,2011,5708785.0,65503
2398,Wisconsin,WI,under18,2012,1316113.0,65503
2399,Wisconsin,WI,total,2012,5724554.0,65503
2400,Wyoming,WY,total,2012,576626.0,97818
2401,Wyoming,WY,under18,2012,136526.0,97818
2402,Wyoming,WY,total,2011,567329.0,97818
2403,Wyoming,WY,under18,2011,135407.0,97818
2404,Wyoming,WY,under18,2010,135351.0,97818
2405,Wyoming,WY,total,2010,564222.0,97818
2406,Wyoming,WY,total,2009,559851.0,97818
2407,Wyoming,WY,under18,2009,134960.0,97818
2408,Wyoming,WY,total,2013,582658.0,97818
2409,Wyoming,WY,under18,2013,137679.0,97818
2410,Wyoming,WY,total,2007,534876.0,97818
2411,Wyoming,WY,under18,2007,128760.0,97818
2412,Wyoming,WY,total,2008,546043.0,97818
2413,Wyoming,WY,under18,2008,131511.0,97818
2414,Wyoming,WY,total,2006,522667.0,97818
2415,Wyoming,WY,under18,2006,125525.0,97818
2416,Wyoming,WY,total,2005,514157.0,97818
2417,Wyoming,WY,under18,2005,124022.0,97818
2418,Wyoming,WY,total,2003,503453.0,97818
2419,Wyoming,WY,under18,2003,124182.0,97818
2420,Wyoming,WY,total,2004,509106.0,97818
2421,Wyoming,WY,under18,2004,123974.0,97818
2422,Wyoming,WY,total,2002,500017.0,97818
2423,Wyoming,WY,under18,2002,125495.0,97818
2424,Wyoming,WY,total,2001,494657.0,97818
2425,Wyoming,WY,under18,2001,126212.0,97818
2426,Wyoming,WY,total,2000,494300.0,97818
2427,Wyoming,WY,under18,2000,128774.0,97818
2428,Wyoming,WY,total,1999,491780.0,97818
2429,Wyoming,WY,under18,1999,130793.0,97818
2430,Wyoming,WY,total,1997,489452.0,97818
2431,Wyoming,WY,under18,1997,134328.0,97818
2432,Wyoming,WY,under18,1998,132602.0,97818
2433,Wyoming,WY,total,1998,490787.0,97818
2434,Wyoming,WY,under18,1996,135698.0,97818
2435,Wyoming,WY,total,1996,488167.0,97818
2436,Wyoming,WY,total,1995,485160.0,97818
2437,Wyoming,WY,under18,1995,136785.0,97818
2438,Wyoming,WY,under18,1994,137733.0,97818
2439,Wyoming,WY,total,1994,480283.0,97818
2440,Wyoming,WY,under18,1992,137308.0,97818
2441,Wyoming,WY,total,1992,466251.0,97818
2442,Wyoming,WY,total,1993,473081.0,97818
2443,Wyoming,WY,under18,1993,137458.0,97818
2444,Wyoming,WY,total,1991,459260.0,97818
2445,Wyoming,WY,under18,1991,136720.0,97818
2446,Wyoming,WY,under18,1990,136078.0,97818
2447,Wyoming,WY,total,1990,453690.0,97818
